Rádió 1	http://109.199.61.180:80/5201/live.mp3	0	
Retro Rádió	http://109.199.61.180:80/5001/live.mp3	0	
Deep House RO.	http://live.dancemusic.ro:7000/listen.pls	0	
Smooth Chill Radió	http://media-ice.musicradio.com/SmoothChillMP3	0	
Radio Zindagi - Unplugged (USA)	https://regiocast.streamabc.net/regc-radiobobchillout8068831-aacplus-64-6000024?sABC=68643204%230%23o40q9502os1s9n07378snr81r57p5qs5%23&aw_0	0	
Radio Italo4you	https://radioitalo4you.net/listen_url/italo4you_s0_256.pls	0	
Pécs Aktuál Rádió	https://stream.pecsaktual.hu:443/paradio.mp3	0	
Tamási Rádió	https://stream.42netmedia.com:8443/sc_tamas	0	
Rádió Most Kaposvár	http://stream.radiomost.hu:8200/live.mp3	0	
Balaton rádió	http://radioe.net:8080/fm887	0	
MegadanceRádió	http://megadanceradio.hopto.org:8000/livemega.mp3	0	
PulsradioDance	http://sc4.gergosnet.com:80/pulsHD.mp3	0	
PulsR Hitparty	http://193.200.43.23:80/hitpartyHD.mp3	0	
PulsRadio 2000	http://193.200.43.23:80/puls00HD.mp3	0	
Club Dance CD Radio (HU)	https://stream.clubdance.online:8000/live.mp3	0	
Bithorlo Rádio	http://stream.diazol.hu:35160/live.mp3	0	
Stad den haag	http://94.228.133.3:80/	0	
Technobase.FM	http://dsl.tb-stream.net:80/	0	
Sunshine Rádió 99.4	http://195.56.193.129:8100/Title1	0	
Trance Athena Radio	http://cast.streams.ovh:8008/stream	0	
Roxy Rádió	https://s2.audiostream.hu/roxy_192k	0	
Oxygen Music	https://oxygenmusic.hu:8443/oxygenmusic_192	0	
Best FM	https://icast.connectmedia.hu/5101/live.mp3	0	
MegaDance Rádió	https://gamershouse.hu:8080/livemega.mp3	0	
Slowly Radio - Slow Love (Francia)	http://streaming.radionomy.com/SlowlyRadio	0	
Dr Gnu - Unplugged (G)	https://regiocast.streamabc.net/regc-radiobobchillout8068831-mp3-192-5567718	0	
Radio BluesFlac	http://streams.radiomast.io/radioblues-flac	0	jazz
Radio Paradise Rock Mix FLAC	https://stream.radioparadise.com/rock-flac	0	california
Radio Paradise Mellow Mix FLAC	https://stream.radioparadise.com/mellow-flac	0	california
Youventus Rádió	https://s2.audiostream.hu/roxy_192k	0	
Youventus Rádió1	https://www.youventusradio.hu/stream_192k	0	
Youventus Rádió FLAC	http://s2.audiostream.hu:8090/juventus_FLAC	0	
181.fm Classic Hits	https://listen.181fm.com/181-greatoldies_128k.mp3	0	
181.fm Good Time Oldies	https://listen.181fm.com/181-goodtime_128k.mp3	0	
181.fm Highway	https://listen.181fm.com/181-highway_128k.mp3	0	
Amsterdam Funk Channel	https://stream.afc.fm/index.html	0	
Bithang Yoo Rádió	https://s03.diazol.hu:35162/stream	0	
Blues Wave	https://blueswave.radio:8000/blueswave	0	
BDPST ROCK (Hi-Fi)	http://s2.audiostream.hu:8091/bdpstrock_FLAC	0	
Budapest Rock	https://bdpstrock.hu/live.mp3	0	
Rock FM	https://icast.connectmedia.hu/5301/live.mp3	0	
Cool FM	https://mediagw.e-tiger.net:443/stream/cfmhq	0	
Danubius (Hi-Fi)	http://stream.danubiusradio.hu:8091/danubius_HiFi	0	
Danubius Rádió	https://stream.danubiusradio.hu:443/danubius_192k	0	
Youventus (Hi-Fi)	http://s2.audiostream.hu:8090/juventus_FLAC	0	
Juventus Rádió	https://s2.audiostream.hu/juventus_192k	0	
Deja Vu Rádió	https://carina.streamerr.co/stream/dejavuradio/dejavuradio	0	
Dance Wave (ogg)	http://dancewave.online/retrodance.ogg	0	
Dance Wave (mp3)	http://dancewave.online/retrodance.mp3	0	
DJ Now!	https://s01.diazol.hu:10072/djnow	0	
Fleetwood Mac Exclusively	https://streaming.exclusive.radio/er/fleetwoodmac/icecast.audio	0	
Funky Corner Rádió	http://ais-edge147-dal03.cdnstream.com:80/2447_192.mp3	0	
Irish Folk	https://stream.laut.fm/irish-folk	0	
Irish Pub Rádió	https://solid24.streamupsolutions.com/proxy/vbkiacud?mp=/live	0	
Laza Rádió	https://stream.lazaradio.com/live.aac	0	
Luxfunk Rádió	https://luxfunkbroadcast.com:443/proxy/luxfunkradio/stream	0	
Magic Disco Rádió	http://live2.magicdiscoradio.com:4420/	0	
Megadance Rádió	http://gamershouse.hu:8000/livemega.mp3	0	
Oxygen Magyar Zene	https://oxygenmusic.hu:8443/oxygenmagyarzene	0	
Oxygen Music	https://oxygenmusic.hu:8443/oxygenmusic_192	0	
ParkFM	https://s03.diazol.hu:7142/stream.mp3	0	
Poptarisznya	http://adas.poptarisznya.hu:8200/live.mp3/	0	
